type,text
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,You flippin out yet?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,Call me when u finish then i come n pick u.
ham,I want to sent  # mesages today. Thats y. Sorry if i hurts
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
ham,"My planning usually stops at find hella weed, smoke hella weed"
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and con me. It makes me want to listen to you less."
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,I'm putting it on now. It should be ready for  TIME 
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Hey! do u fancy meetin me at 4 at cha – hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,May i call You later Pls
ham,I'm already back home so no probably not
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
ham,"Tonight? Yeah, I'd be down for that"
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,Do you like shaking your booty on the dance floor?
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,I want to send something that can sell fast.  # k is not easy money.
ham,Bring it if you got it
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,Dear i am not denying your words please
spam,"You can stop further club tones by replying STOP MIX See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Ok.
ham,K:)k..its good:)when are you going?
ham,u say until like dat i dun buy ericsson oso cannot oredi lar...
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,I think its far more than that but find out. Check google maps for a place from your dorm.
ham,"Come around  DECIMAL pm vikky..i'm otside nw, il come by tht time"
ham,I will be outside office take all from there
ham,Oh yeah clearly it's my fault
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,Would me smoking you out help us work through this difficult time
ham,Yes.mum lookin strong:)
ham,Ok i go change also...
ham,Ok then i will come to ur home after half an hour
ham,Men like shorter ladies. Gaze up into his eyes.
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Tension ah?what machi?any problem?
ham,Yes.i'm in office da:)
ham,"Awesome, lemme know whenever you're around"
ham,"Actually, just do whatever, do find an excuse to be in tampa at some point before january though"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,Hey what's up charles sorry about the late reply.
ham,On the road so cant txt
ham,Havent shopping now lor i juz arrive only
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I€˜ll bring one anyway
ham,Y lei?
ham,You are a very very very very bad girl. Or lady.
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
ham,Are you still playing with gautham?
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,Sos! Any amount i can get pls.
ham,No problem baby. Is this is a good time to talk? I called and left a message.
ham,How was txting and driving
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,Wishing you and your family Merry X mas and HAPPY NEW Year in advance..
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,"Aight, I'll ask a few of my roommates"
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,I think u have the wrong number.
ham,"And very importantly, all we discuss is between u and i only."
ham,Gimme a few was  #  minutes ago
ham,Big brother€˜s really scraped the barrel with this shower of social misfits
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Is toshiba portege m100 gd?
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,Ok... Help me ask if she's working tmr a not?
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,Cant think of anyone with * spare room off * top of my head
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,Dont let studying stress you out. L8r.
ham,Holy living christ what is taking you so long
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,Wat r u doing now?
ham,I've reached sch already...
ham,So the sun is anti sleep medicine.
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
ham,Great to hear you are settling well. So what's happenin wit ola?
ham,That one week leave i put know that time. Why.
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
ham,Now got tv 2 watch meh? U no work today?
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,Wat would u like 4 ur birthday?
ham,I've sent u my part..
ham,Thankyou so much for the call. I appreciate your care.
ham,I'm e person who's doing e sms survey...
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,Still in the area of the restaurant. Ill try to come back soon
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,"Nothing really, just making sure everybody's up to speed"
ham,I'm at work. Please call
ham,2marrow only. Wed at  #  to 2 aha.
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,Wat's da model num of ur phone?
ham,There bold 2  # . Is that yours
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,Hi. I'm always online on yahoo and would like to chat with you someday
ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
ham,"The  # g that i saw a few days ago, the guy wants sell wifi only for  #  and with 3g for  # . That's why i blanked him."
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,"Alright omw, gotta change my order to a half8th"
ham,"Just dropped em off, omw back now"
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,K..u also dont msg or reply to his msg..
ham,Fine i miss you very much.
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,I have to take exam with march 3
ham,Thts wat Wright Brother did to fly..
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,I wanted to ask u to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
ham,"Ya, told..she was asking wats matter?"
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,Dear got bus directly to calicut
ham,Yes:)from last week itself i'm taking live call.
ham,U should have made an appointment
ham,Ok ok take care. I can understand.
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
ham,Happy birthday... May all ur dreams come true...
ham,K go and sleep well. Take rest:-).
ham,I will see in half an hour
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,Captain is in our room:)
ham,Just come home. I don't want u to be miserable
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,Otherwise had part time job na-tuition..
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Dude sux for snake. He got old and raiden got buff
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,WHO ARE YOU SEEING?
ham,I liked your new house
ham,Wat u doing now?
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
ham,Ic. There are a lotta childporn cars then.
ham,"Fyi I'm taking a quick shower, be at epsilon in like  #  min"
ham,We'll you pay over like  # yrs so its not too difficult
ham,Sent me de webadres for geting salary slip
ham,"Sorry, was in the bathroom, sup"
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldn’t make ur b’day 2 hun!"
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,And of course you should make a stink!
ham,Sorry. || mail? || 
ham,The word Checkmate in chess comes from the Persian phrase Shah Maat which means; the king is dead.. Goodmorning.. Have a good day..:)
ham,Dear good morning how you feeling dear
ham,Is ur lecture over?
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
ham,I am literally in bed and have been up for like  #  hours
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
ham,Already one guy loving you:-.
ham,I want to sent  # mesages today. Thats y. Sorry if i hurts
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
ham,That's necessarily respectful
ham,Heehee that was so funny tho
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
ham,We left already we at orchard now.
ham,"I wake up long ago already... Dunno, what other thing?"
ham,"Sorry, I'll call later"
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
ham,It has issues right now. Ill fix for her by tomorrow.
ham,Pathaya enketa maraikara pa'
ham,Where are you call me.
ham,How much would it cost to hire a hitman
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,I come n pick u up... Come out immediately aft ur lesson...
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,How dare you change my ring
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,Thank u!
ham,"Hiya, probably coming home * weekend after next"
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
ham,I told your number to gautham..
ham,Otherwise had part time job na-tuition..
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,Call me when you get the chance plz 3
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,You can never do NOTHING
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,I dunno lei... Like dun haf...
spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,"Ya ok, then had dinner?"
ham,Nope watching tv at home... Not going out. V bored...
ham,I had it already..sabarish asked me to go..
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Are you willing to go for aptitude class.
ham,But i dint slept in afternoon.
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
ham,"Haha just kidding, papa needs drugs"
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,No..few hours before.went to hair cut .
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,Have you been practising your curtsey?
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,"K I'm ready,  # ?"
ham,"Cool, text me when you're parked"
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham,Gud mrng dear hav a nice day
ham,"Actually nvm, got hella cash, we still on for  # ish?"
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
ham,u collecting ur laptop then going to configure da settings izzit?
ham,Are you ok. What happen to behave like this
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,Dear got train and seat mine lower seat
ham,I am in your office na.
ham,I AM AT THE GAS STATION. GO THERE.
ham,Cps is causing the outages to conserve energy.
ham,What type of stuff do you sing?
ham,Thats cool. How was your day?
ham,I am not sure about night menu. . . I know only about noon menu
ham,u still got lessons?  u in sch?
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Oh dang! I didn't mean o send that to you! Lol!
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,What's your room number again? Wanna make sure I'm knocking on the right door
ham,So when do you wanna gym?
ham,"Well, I was about to give up cos they all said no they didn€˜t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Its a part of checking IQ
ham,Please don't text me anymore. I have nothing else to say.
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
ham,"K will do, addie & I are doing some art so I'll be here when you get home"
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,Where can download clear movies. Dvd copies.
ham,"Yeah, probably earlier than that"
ham,Oi when you gonna ring
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Where are you lover ? I need you ...
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson & then conducts exam, But Life first conducts Exam & then teaches Lessons. Happy morning. . ."
ham,Daddy will take good care of you :)
ham,Uhhhhrmm isnt having tb test bad when youre sick
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,I will treasure every moment we spend together...
ham,Dude we should go sup again
ham,Wot about on wed nite I am 3 then but only til 9!
ham,When/where do I pick you up
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite & sweet dreams
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,No da. . Vijay going to talk in jaya tv
ham,Surly ill give it to you:-) while coming to review.
ham,Take some small dose tablet for fever
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
ham,The new deus ex game comin early next yr
ham,Please sen :)my kind advice :-)please come here and try:-)
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,K then 2marrow are you coming to class.
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,Ok c u then.
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ‘MORROW. C U THIS WK? WHO WAS THE MSG 4? – RANDOM!
ham,"Not yet chikku..going to room nw, i'm in bus.."
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,Send to someone else :-)
ham,S.i'm watching it in live..
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,I am taking half day leave bec i am not well
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,R we still meeting 4 dinner tonight?
ham,Goodnight da thangam I really miss u dear.
ham,Ya even those cookies have jelly on them
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,"Its ok, called mom instead have fun"
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
ham,Wat time u wan today?
ham,They said u dun haf passport or smth like dat.. Or u juz send to my email account..  
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Your daily text from me €“ a favour this time
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,", how's things? Just a quick question."
ham,I'm hungry buy smth home...
ham,Nobody can decide where to eat and dad wants Chinese
ham,DO NOT B LATE LOVE MUM
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,I'm working technical support :)voice process.networking field.
ham,Ok lor...
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,Yes i thought so. Thanks.
ham,Was the actual exam harder than NBME
ham,"Whatever, juliana. Do whatever you want."
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,"Sorry, I'll call later"
ham,Lmao!nice 1
ham,"I dont knw pa, i just drink milk.."
ham,"Plz note: if anyone calling from a mobile Co. & asks u to type # #  or # # . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
ham,"Nah, I'm a perpetual DD"
ham,Ok...
ham,Yup i shd haf ard 10 pages if i add figures... u all got how many pages?
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
ham,U still havent got urself a jacket ah?
ham,aathi..where are you dear..
ham,Studying. But i.ll be free next weekend.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Wewa is 130. Iriver 255. All 128 mb.
ham,Pls confirm the time to collect the cheque.
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  # Lacs.there is no source to arng dis amt. # lacs..thats my prob
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,Sorry da. I gone mad so many pending works what to do.
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,Sorry i missed your call. Can you please call back.
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,"sorry, no, have got few things to do. may be in pub later."
ham,"BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
ham,Its sunny in california. The weather's just cool
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,But i have to. I like to have love and arrange.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,Hey i will be late ah... Meet you at 945+
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,Ok i am on the way to railway
ham,I'll text now! All creepy like so he won't think that we forgot
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,"St andre, virgil's cream"
ham,No let me do the math. Your not good at it.
ham,I'm also came to room.
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Unlimited texts. Limited minutes.
ham,I€˜m parked next to a MINI!!!! When are you coming in today do you think?
